Cote,Titre,Auteur,Lieu,Edition,Annee,Nb_pages,Matiere,Inventaire,Auteur_Pairs,Auteur_Names,language,notice_key,is_duplicate_row,is_duplicate_inventory,is_duplicate_notice
340.12/02,الفكر الحقوقي البرجوازي المعاصر,"تومانوف, فلاديمير",بيروت,دار الفارابي,1985,382,فلسفة القانون,15891,"[('تومانوف, فلاديمير', 'Auteur')]","تومانوف, فلاديمير",ara,"الفكر الحقوقي البرجوازي المعاصر|تومانوف, فلاديمير|1985",False,False,False
930.9/03 ج3,مختصر دراسة للتاريخ. الجزء الثالث,"توينبي, أرتولد",القاهرة,مطبعة لجنة التأليف والترجمة والنشر,1964,466,تاريخ العالم,18812,"[('توينبي, أرتولد', 'Auteur')]","توينبي, أرتولد",ara,"مختصر دراسة للتاريخ. الجزء الثالث|توينبي, أرتولد|1964",False,False,False
930.9/03 ج1,مختصر دراسة للتاريخ. الجزء الأول,"توينبي, أرنولد",القاهرة,مطبعة لجنة التأليف والترجمة والنشر,1960,481,تاريخ العالم,18810,"[('توينبي, أرنولد', 'Auteur')]","توينبي, أرنولد",ara,"مختصر دراسة للتاريخ. الجزء الأول|توينبي, أرنولد|1960",False,False,False
930.9/03 ج2,مختصر دراسة للتاريخ. الجزء الثاني,"توينبي, أرنولد",القاهرة,مطبعة لجنة التأليف والترجمة والنشر,1961,496,تاريخ العالم,18811,"[('توينبي, أرنولد', 'Auteur')]","توينبي, أرنولد",ara,"مختصر دراسة للتاريخ. الجزء الثاني|توينبي, أرنولد|1961",False,False,False
930.9/03 ج4,مختصر دراسة للتاريخ. الجزء الرابع,"توينبي, أرنولد",القاهرة,مطبعة لجنة التأليف والترجمة والنشر,1965,319,تاريخ العالم,18813,"[('توينبي, أرنولد', 'Auteur')]","توينبي, أرنولد",ara,"مختصر دراسة للتاريخ. الجزء الرابع|توينبي, أرنولد|1965",False,False,False
681.3/14,مقدمة إلى نظم المكتبة المينية على الحاسب الالكتروني,"تيد, لوسي",تونس,المنظمة العربية للتربية والثقافة والعلوم,1980,258,إعلاميات,12564,"[('تيد, لوسي', 'Auteur')]","تيد, لوسي",ara,"مقدمة إلى نظم المكتبة المينية على الحاسب الالكتروني|تيد, لوسي|1980",False,False,False
1/62,دراسات في الفكر الفلسفي في الشرق القديم,"تيزني, طيب",دمشق,مطبعة دار الكتاب,1989,291,فلسفة,24464,"[('تيزني, طيب', 'Auteur')]","تيزني, طيب",ara,"دراسات في الفكر الفلسفي في الشرق القديم|تيزني, طيب|1989",False,False,False
1:297/28 ج1,مشروع رؤية جديدة للفكر العربي من العصر الجاهلي حتى المرحلة المعاصرة: من الثراث إلى الثورة: حول نظرية مقترحة في قضية الثراث العربي,"تيزني, طيب",بيروت,دار ابن خلدون,1978,383,فلسفة إسلامية,9567,"[('تيزني, طيب', 'Auteur')]","تيزني, طيب",ara,"مشروع رؤية جديدة للفكر العربي من العصر الجاهلي حتى المرحلة المعاصرة: من الثراث إلى الثورة: حول نظرية مقترحة في قضية الثراث العربي|تيزني, طيب|1978",False,False,False
1_927/17,على طريق الوضوح المنهجي: كتابات في الفلسفة والفكر العربي,"تيزيني, الطيب",بيروت,دار الفارابي,1989,274,فلسفة: الفكر العربي الحديث,21054,"[('تيزيني, الطيب', 'Auteur')]","تيزيني, الطيب",ara,"على طريق الوضوح المنهجي: كتابات في الفلسفة والفكر العربي|تيزيني, الطيب|1989",False,False,False
32/72,فصول في الفكر السياسي العربي,"تيزيني, الطيب",بيروت,دار الفرابي,1989,191,علوم سياسية,21053,"[('تيزيني, الطيب', 'Auteur')]","تيزيني, الطيب",ara,"فصول في الفكر السياسي العربي|تيزيني, الطيب|1989",False,False,False
1:297/115,مشروع رؤية جديدة للفكر العربي في العصر الوسيط,"تيزيني, طيب",دمشق,دار دمشق,1981,414,فلسفة إسلامية,11706,"[('تيزيني, طيب', 'Auteur')]","تيزيني, طيب",ara,"مشروع رؤية جديدة للفكر العربي في العصر الوسيط|تيزيني, طيب|1981",False,False,True
1:297/115 مكرر,مشروع رؤية جديدة للفكر العربي في العصر الوسيط,"تيزيني, طيب",دمشق,دار دمشق,1981,414,فلسفة إسلامية,19748,"[('تيزيني, طيب', 'Auteur')]","تيزيني, طيب",ara,"مشروع رؤية جديدة للفكر العربي في العصر الوسيط|تيزيني, طيب|1981",False,False,True
1:297/28 ج2,مشروع رؤية جديدة للفكر العربي مند البداية حتى المرحلة المعاصرة : الفكر العربي في بواكيره وآفاقه الأولى,"تيزيني, طيب",بيروت,دار دمشق,1982,560,فلسفة إسلامية,10303,"[('تيزيني, طيب', 'Auteur')]","تيزيني, طيب",ara,"مشروع رؤية جديدة للفكر العربي مند البداية حتى المرحلة المعاصرة : الفكر العربي في بواكيره وآفاقه الأولى|تيزيني, طيب|1982",False,False,False
1:297/81,علم الكلام والفلسفة العربية,"تيزيني, طيب",,منشورات جامعة دمشق,1992,141,فلسفة إسلامية: علم الكلام,24600,"[('تيزيني, طيب', 'Auteur')]","تيزيني, طيب",ara,"علم الكلام والفلسفة العربية|تيزيني, طيب|1992",False,False,False
1_927/10,حول مشكلات الثورة والثقافة في العالم الثالث: الوطن العربي نمودجا,"تيزيني, طيب",دمشق,دار دمشق,1978,425,فلسفة: الفكر العربي الحديث,15774,"[('تيزيني, طيب', 'Auteur')]","تيزيني, طيب",ara,"حول مشكلات الثورة والثقافة في العالم الثالث: الوطن العربي نمودجا|تيزيني, طيب|1978",False,False,False
1_927/15,التفكير الإجتماعي والسياسي: أبحاث في الفكر العربي الحديث والمعاصر,"تيزيني, طيب",دمشق,مطبعة الاتحاد,1982,542,فلسفة: الفكر العربي الحديث,24487,"[('تيزيني, طيب', 'Auteur')]","تيزيني, طيب",ara,"التفكير الإجتماعي والسياسي: أبحاث في الفكر العربي الحديث والمعاصر|تيزيني, طيب|1982",False,False,False
82-1/104,ديوان شجون الليل,"ثابت, أحمد سيف",بيروت,دار الثقافة العربية,1988,153,ديوان شعري,19764,"[('ثابت, أحمد سيف', 'Auteur')]","ثابت, أحمد سيف",ara,"ديوان شجون الليل|ثابت, أحمد سيف|1988",False,False,False
008/11 م5,دار الرشاد الحديثة,ثرات الإنسانية,القاهرة,,,456,الثقافة,17151,"[('ثرات الإنسانية', 'Auteur')]",ثرات الإنسانية,ara,,False,False,True
343.1/08,أصول المحاكمات الجزائية,"ثروت, جلال",بيروت,الدار الجامعية,1988,451,المسطرة الجنائية,22528,"[('ثروت, جلال', 'Auteur')]","ثروت, جلال",ara,"أصول المحاكمات الجزائية|ثروت, جلال|1988",False,False,False
343/05 ج1,نظرية القسم الخاص. الجزء الأول : جرائم الإعتداء على الأشخاص,"ثروت, جلال",بيروت,الدار الجامعية,,466,القانون الجنائي,22533,"[('ثروت, جلال', 'Auteur')]","ثروت, جلال",ara,,False,False,True
343_620/02,نظرية الجريمة المتعدية الفصل في القانون المصري والمقارن,"ثروت, جلال",اسكندرية,منشأة المعارف,,663,القانون الجنائي,23293,"[('ثروت, جلال', 'Auteur')]","ثروت, جلال",ara,,False,False,True
297.74/07,ابن تيمية وإسلامية المعرفة,"جابر العلواني, طه",فيرجينيا,المعهد العالمي للفكر الإسلامي,1994,618,سير الفقهاء,56789,"[('جابر العلواني, طه', 'Auteur')]","جابر العلواني, طه",ara,"ابن تيمية وإسلامية المعرفة|جابر العلواني, طه|1994",False,False,False
297.74/07 مكرر,ابن تيمية وإسلامية المعرفة,"جابر العلواني, طه",فيرجينيا,المعهد العالمي للفكر الإسلامي,1995,88,سير الفقهاء,26790,"[('جابر العلواني, طه', 'Auteur')]","جابر العلواني, طه",ara,"ابن تيمية وإسلامية المعرفة|جابر العلواني, طه|1995",False,False,True
297.74/07 مكرر2,ابن تيمية وإسلامية المعرفة,"جابر العلواني, طه",فيرجينيا,المعهد العالمي للفكر الإسلامي,1995,88,سير الفقهاء,26791,"[('جابر العلواني, طه', 'Auteur')]","جابر العلواني, طه",ara,"ابن تيمية وإسلامية المعرفة|جابر العلواني, طه|1995",False,False,True
297.95/30,الأزمة الفكرية المعاصرة: تشخيص ومقترحات علاج,"جابر العلواني, طه",فيرجينيا,المعهد العالمي للفكر الإسلامي,1994,66,الإسلام والقضايا العالمية المعاصرة,26794,"[('جابر العلواني, طه', 'Auteur')]","جابر العلواني, طه",ara,"الأزمة الفكرية المعاصرة: تشخيص ومقترحات علاج|جابر العلواني, طه|1994",False,False,False
